cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
41965888,29456840,64847270,41104109,31607943,150716174,50965529,55707241,4936768,6646955,61696529,210711765,327609
95440,40722,138249,75475,55625,309374,105230,109491,0,0,0,294504,251
1663920,154435,2407515,1761412,382852,2793166,824750,965315,92390,0,0,3222384,807
40221774,90361498,58260000,46184112,6619739,65348164,14522239,17415375,10222898,10475338,36387297,64132418,52895
36475152,28703318,49859612,34399637,9972429,69307410,11762404,13538216,2494031,3217024,26376992,78533630,118553
23681591,2283294,34492708,25939029,6249786,50892122,12052761,13299447,351954,777755,19128495,36729420,26842
23086660,1670177,33616880,25040066,5926336,46030800,11262346,12687577,128771,516770,17973043,35435145,12879
22872674,1663160,33097177,24879781,5915825,45622870,11266384,12707611,145319,510986,18399486,36135286,11789
23365648,1611677,33756358,25062381,5840557,45803293,11135804,12760076,118154,485156,18613014,37495267,13604
23322518,1626822,33668178,25136441,5931783,46553545,11251826,12460565,147404,500001,18265180,36226433,14717
22811870,1513256,33262353,24755916,5908864,45537779,11224004,12659779,96976,463519,17812345,35232374,12127
22989567,1417831,33429330,24927390,5925573,46923079,11264330,12675572,75535,430929,18435626,36299331,15689
23210684,1487909,33483929,24954978,5755006,46323734,11372463,12787253,81879,457208,18428172,36827148,14936
23021492,1498999,33332641,24851194,5945473,45483345,10912574,12336881,66813,428883,18317591,36872374,12688
22970100,1450291,33345416,24687543,6024998,45772050,11430553,12840547,60463,416085,17759801,36127327,12708
22774917,1468770,33097749,24672026,5946070,45628116,11299511,12715636,76049,445645,18268032,36087372,11880
22916030,1453146,33040349,24661605,5721987,45563210,11122205,12731215,71403,430415,18238514,36656255,12987
23157034,1428655,33487462,24898821,5942722,45535782,11109639,12336069,63184,427378,18431607,36972034,12719
23046301,1435287,33380457,24846504,5946616,45798292,11309157,12728955,61457,417557,17911158,36078772,12628
23052239,1547662,33744589,24985126,6067804,46105117,11517585,13151438,109065,492818,18684286,37042406,12749
23320850,1428962,33511357,25043918,5722832,47255101,11121117,12755293,67834,444672,18434989,36839459,16421
23090561,1419335,33405619,24915339,5847447,45564029,10892178,12504212,68366,426520,18331632,36860985,12805
23119522,1435831,33453818,24920990,5951724,45793003,11322920,12554255,58077,407947,18174747,36316000,12834
22959494,1476206,33433924,24883776,5958850,45798768,11334244,12749956,74242,426107,18103610,35503631,11911
22957825,1451354,33195443,24820016,5924147,45808423,11468058,12870522,71234,430756,18553483,36760956,12355
23179816,1515254,33569209,25002210,5860906,45620514,10937615,12558823,76280,436455,18392767,36860898,12680
23162572,1418654,33523338,24986069,5917122,47443376,11266521,12466032,63715,421654,18043070,35934766,16883
23086295,1466111,33581327,25053376,5909302,46290520,11245378,12680371,76415,433185,18176567,35364591,14637
22979112,1451614,33102959,24895751,5821152,45620393,11284945,12701883,70331,435549,18359857,36087824,12429
23192197,1479410,33549101,24908385,5846289,46143188,11122264,12529708,74383,431230,18304194,36886593,14304
23212361,1455183,33568821,24870246,6043851,45528400,11291113,12626476,67541,428731,18171620,36805871,13269
23017975,1454366,33551701,24983523,5967197,45699820,11338309,12778457,82313,432674,17989246,35724480,12455
22828035,1457225,33278686,24827983,5973975,45700436,11333497,12760910,68296,421865,18425996,36360019,12068
23151660,1508469,33267452,24842712,5724630,45293830,11096642,12726281,87394,443790,18466375,37111224,12737
23178207,1573431,33533514,24921725,5964782,45350983,11125843,12320671,92069,462118,18360419,36960139,12973
23189556,1619245,33721126,25050230,6054935,45923566,11520690,12956836,114391,483481,17948594,36248119,12834
23046244,1523595,33146040,24918383,5932570,46779891,11488643,12915977,118861,476578,18581092,36638268,14880
18408830,1435340,27302873,18819776,4899206,66134873,9056838,9816843,99681,421061,13372451,31285052,85354
1044814,591960,1201806,769693,339564,2531388,529726,321434,182964,209350,1190058,2893473,6058
828533,627690,1349419,903469,353711,3552325,682569,704595,206704,224644,463326,1320997,2847
374435,401764,819584,683553,439011,2856307,824933,852126,162280,191344,923160,1425834,2233
8066877,1391206,11402444,6918070,3666098,34685653,4711713,5223450,325321,621600,7073552,19189110,32749
