cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
45128422,32662074,77455869,46819336,27961242,144449842,52401738,59877785,6891711,8200225,61041457,192954870,266052
94240,42635,136221,76069,54417,304224,102614,0,0,0,111392,285973,273
1770080,275467,2560764,1924718,373579,2904530,805892,929525,0,0,1740711,3024082,736
41101375,85391281,59499116,47440893,7127562,63936806,14364147,17249614,11306620,11905507,38182441,64778675,57301
37414695,31527968,51745092,35992424,10294141,77276192,16249424,17250902,2552693,3253604,21027836,61600721,107826
22866772,2928549,33503387,25304562,6095534,50152513,11632324,13129647,751045,1202367,18662728,36295706,23201
22738095,2643774,33170635,25215167,5785375,48030960,10984812,12352165,569981,1006044,18296154,35223647,18613
23173648,2456772,33256296,25256329,5567651,48010586,10799718,12400373,489806,921412,18277679,35971514,20243
23264912,2488005,33638028,25362383,5951567,47710151,11076303,12246576,467317,932315,18284258,36750606,18991
22993897,2441651,33384865,25212887,5864053,46473248,11128196,12531466,428452,843059,17846415,35077572,17354
22782560,2156372,33126972,25099810,5861135,46670729,11141239,12546582,346706,750744,18131910,35846473,17094
23108500,2154337,33239574,25135344,5663942,46511038,10973848,12576921,340084,741655,18094708,36472861,18428
23181788,2198237,33485904,25238709,5909252,46413755,11020661,12223120,323186,731567,18161610,36710638,18467
23147067,2168511,33500842,25301793,5883378,46840827,11179777,12582387,315987,737719,17786888,35865818,17688
22833322,2131250,33172677,25152267,6019666,47168912,11417178,12812461,327055,743638,18223612,35986169,17160
23156658,2112655,33461135,25162678,5661030,46239711,10983977,12602959,308711,724308,18215407,36567119,18409
23085477,2079609,33425869,25183397,5898860,46251235,11035897,12218897,273600,662314,18041560,36472245,18731
23092242,2070680,33377825,25124271,5932749,46171737,11266454,12661188,251063,642537,17605257,36086400,18168
22839700,1975054,33194916,25154888,5915277,46112459,11264305,12674022,228312,630706,17863633,35354391,17480
23272608,2082231,33637976,25186219,5932492,46153227,11474020,12889949,229003,637171,18491529,38049768,18726
23297546,2002758,33600031,25187802,6035970,46284517,11070113,12274862,199200,613677,18286106,37647672,19798
23125730,1915251,33429291,25193721,5951639,46331830,11312511,12721144,214373,610099,17602348,35386546,18207
22730494,2024079,33171800,25103647,5941252,46291887,11295599,12692049,255683,676607,18035863,35465731,17425
22883316,1948210,33123866,24890815,5804413,45893354,11248740,12665998,206460,627293,18067750,36836686,17685
