cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
42261524,30838544,73148505,45282028,29123055,150142659,52797307,57053625,6125328,7828197,60429015,207331216,277881
92720,40239,134232,72850,54845,310170,103378,0,0,0,107113,289409,314
1672240,169083,2419463,1783297,376714,2757059,811386,861843,0,0,1615605,3046511,733
41254674,99793051,59629398,47801883,7939292,67034472,14707981,17363728,10956522,11681160,37602050,65770160,47711
36372852,29630128,49888629,33400666,9815515,71458811,12158861,14153357,2380768,3482144,26602012,77998921,118407
23135624,2356921,33736601,25288189,6216173,52694230,11926542,13122250,422837,758369,18478337,36193945,26679
22877745,1848500,33363184,24822430,5926277,49410076,11258432,12675375,219895,534458,17829274,35377168,16154
22839986,1773353,32800316,24608887,5801923,49316624,11255253,12677943,186299,488635,17971150,36009508,15947
23400958,1842415,33819895,25188245,5930720,51234293,11085837,12503317,187100,504351,18315931,37419757,21153
23185265,1778452,33467620,24947395,5899679,50186897,11223762,12643768,189855,497173,17566234,35950126,20310
22843647,1644421,33221053,24692595,5924008,49438284,11292981,12713293,155885,457472,17701443,35322688,17192
22784008,1794993,32744704,24551013,5818088,49028023,11271084,12676460,220125,516567,18005959,36139103,16310
22909105,1671309,33117296,24614173,5833975,48687081,11096164,12497174,135458,457368,17966324,36838601,16748
22957485,1640126,33194369,24644613,5965275,49136629,11108793,12529857,110561,425944,17718830,36818017,16638
23017121,1597577,33686258,24987521,6049434,50698528,11488973,12926166,120017,425092,17768304,35499140,20019
22680167,1614290,32626464,24372638,5805388,48859194,11278186,12681448,135136,440466,17892804,36711075,16123
22864885,1589770,33050780,24604425,5828237,48367755,11029891,12472406,122927,432775,17887783,36652230,16714
22901552,1599038,33082398,24615846,5922271,49731460,11079111,12496941,108805,409685,17732094,36816742,17784
22720382,1511300,33083121,24567921,5935301,48772407,11286335,12713142,92361,387134,17461261,35404263,16242
22938306,1626212,33185713,24646507,6086403,49428804,11541060,12957103,90660,440099,18436090,37710522,16424
22888253,1490535,33087609,24382663,5833912,47721467,11107429,12775496,80672,376087,18103567,37683553,13172
22756878,1435149,32880237,24358358,5976932,48424251,11368266,12589354,66213,355901,17543492,36987871,12680
22709513,1498869,33026441,24498242,5954536,48366914,11314587,12734829,87257,374245,17434250,35735875,12385
22426368,1550212,32679645,24277403,5946208,48445306,11339399,12757307,120674,401522,17741834,36089289,12070
22893718,1528879,32877310,24370067,5857920,48258389,11179684,12796178,91863,386551,18010581,37586826,13127
22864166,1658896,33018768,24471861,5958845,48300695,11315937,12554681,143578,436029,17614651,36964462,12732
22559022,1452520,32854503,24371527,5966792,48483572,11344291,12771076,80299,376580,17350553,35527461,11842
22551294,1469065,32633341,24400761,5973356,48380778,11331326,12770668,85267,377805,17853971,36436696,11969
23026332,1452504,33202152,24682462,5734110,49945822,11103736,12741194,79512,379857,17928571,36920353,16994
22867255,1525634,33077485,24563184,5990888,48383686,11169619,12379011,79227,378091,17756627,36878013,13191
23013568,1493773,33488022,24768501,6068493,49544814,11502112,12956173,72460,372934,17494439,36299525,16037
22431591,1471932,32495314,24320374,5974069,48469352,11357563,12756459,81956,375596,17851374,36251562,11914
22773326,1453305,32911955,24371620,5748110,47975781,11146144,12758877,71791,365369,17830303,37096989,12815
22892983,1458891,33132749,24540577,6002286,48701570,11211058,12407953,79346,367667,17909677,37288176,12944
22727446,1432114,32880899,24340465,6003241,48457368,11412690,12850452,63571,354650,17355759,35818893,12486
22495145,1408873,32807248,24433251,6091153,48591468,11540737,12985730,63294,353784,17838469,36460369,12001
22924529,1612275,33099496,24397555,5836142,47831467,11136540,12779686,159145,455726,18160170,37726225,13497
16648310,1140281,24595232,16595314,4739934,65501739,8428594,9007436,35544,302973,11938707,28899857,81304
1004107,484138,1142528,685719,323062,2876096,721119,782006,147558,159090,551298,1364051,5225
357405,463913,989545,852701,348489,3570377,683320,709451,214008,238327,892653,570242,2053
962425,351062,1006000,449309,95575,1850638,622753,802024,97685,124134,1011353,2756934,4535
9081070,1514920,12563981,7461205,3828689,36371646,4596312,4994948,243076,581044,7390376,21544298,37726
11783882,9303612,16437265,12019920,3220364,34707479,4812453,5996425,1737744,1951715,9684239,19311706,19047
11148118,13818153,16113142,11279548,3234237,33153497,4576467,5607180,1586969,1835381,9522797,19673704,15780
10740782,12798185,15926123,11126189,3065369,32863451,4745258,5646153,1179063,1385539,8714509,19923539,15803
11285959,9694402,16525002,11457750,3093289,33302739,4307303,5322046,1719671,1865151,9737859,19688670,16238
11509174,9742201,15839534,11390623,3347822,32354411,4709508,5706652,1616512,2340627,8932364,19709587,15991
10588500,12832121,16582359,11751510,3370703,34489100,4895533,5912780,1185484,1415128,8907761,19120026,15985
11102505,9649720,15612355,10668641,2702062,31477977,4600330,5608893,1581933,1805646,9555341,19607600,16346
11525196,9338567,16358580,11522675,3287107,31761867,4123065,5093500,1572754,1824064,9492775,20077698,16203
3140551,499784,3778490,2141142,978076,8931956,1577925,1696963,74762,107834,1678680,5767916,6312
7275564,1135248,14848836,9464660,5268466,39445902,8521181,9320863,262367,483646,9402355,16250399,56671
21325153,5105786,37968435,22591858,14350009,90784021,23352313,24854827,1144962,1633402,22199153,48344159,88301
26183169,1088300,38021456,24005091,7362603,134544388,14290438,15667692,86837,346833,18907479,49280495,222675
24578211,2395338,36908310,22043838,10358013,104160392,19151812,20307484,280657,840668,22781115,57787592,151405
20370640,6483580,27444668,15756408,8955900,59925550,16624858,17704638,557454,1352024,22696088,57973129,69395
9967139,13166496,17690208,13118441,4799782,45702047,7281119,8015743,1989703,2431695,12599369,25284845,32712
18740330,9338576,27473064,16036853,8338443,57018183,14167364,14152144,1485642,1945364,18459275,46634807,80589
31057456,20455014,45028189,30913223,8763305,141268587,17422376,18657917,4359193,5306854,28032226,54691656,219149
22513202,9202473,31590714,21041968,5820840,106261781,12089703,13185646,1849713,2501044,19051534,41617472,171156
14633081,1411127,21117475,13850700,3808906,77223469,6994758,7715955,56455,478310,10802345,26753661,114586
14631749,1484272,21355783,13981637,3924613,77627529,7612980,8333157,83349,504657,10347633,25935168,116777
14506342,1410742,20972080,13718808,3797425,76987936,7389475,7910500,13680,460751,10461900,25951228,112859
14322813,1388438,20890922,13669296,3803714,76855914,7388579,8107339,10200,448208,10439704,25195679,112920
14542174,1412115,20773158,13686428,3819250,77058633,7608769,8327460,18763,470386,10776824,26816244,113583
14572648,1390165,21017019,13661053,3578071,76760098,7184950,8122509,17177,466484,10770534,26700977,115578
14627821,1416190,21142600,13835090,3811889,77653275,7196394,7699632,20116,461839,10764454,26620019,117450
14575461,1370475,21236373,13817034,3907432,77224773,7567035,8293220,14373,449800,10534371,25300762,115411
14402569,1355404,20649856,13696413,3684522,77368291,7400609,8120794,8788,449656,10770494,25852482,117072
14765843,1405254,21264845,13659499,3679319,76839836,7365730,8071823,35752,473766,10945317,27240245,117390
14498172,1351509,20912783,13647928,3781212,76605374,7150639,7643059,15635,437597,10725778,26544506,115124
14449105,1398719,20911390,13646797,3799720,76554221,7376728,8111756,24828,450702,10260062,25835128,111892
14195544,1380641,21005830,13710829,3906334,77094820,7571612,8301127,28662,462863,10784848,25913364,114469
14575372,1381291,20861578,13701231,3569854,77215184,7190669,8119883,11426,459422,10768230,26568613,116965
14560120,1391846,21010237,13728495,3802815,77078588,7173082,7679605,31360,451560,10745695,26550479,116384
14751473,1370052,21252527,13844539,3900347,77363754,7562882,8304547,25398,467236,10294883,25918409,116323
16232359,4716218,24066773,16272695,4360994,85018214,8477036,8951683,495711,838142,11251832,27181418,128185
14622454,1648419,20931943,13767961,3679161,76692439,7331145,8259175,144281,569824,11112646,27306056,115093
14473019,1420195,20902556,13653091,3788344,76487620,7176174,7670476,29303,459785,10740040,26606156,113599
