cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
45023940,34775360,77468540,47648347,27621801,139133813,56078999,62950874,6900380,8168303,59987640,195592485,283374
102000,52977,147710,84596,56352,308416,106735,0,0,0,120120,296030,244
1789840,305283,2589663,1952828,377690,2746510,812552,937626,0,0,1777283,3045673,729
41681076,86651718,60332633,48343827,7113972,64065568,14392859,17297401,11889067,12522891,39004213,64065896,57763
32748539,29257074,45615729,31934727,8867274,66195194,14028245,14900539,2568689,3130804,18733579,50339196,84539
24571274,3740568,34674717,25964817,6789918,54007321,12504225,13894654,984114,1124005,18735052,36389539,33171
22628219,2502370,32570012,24856208,5651785,46367546,10965505,12340946,548262,947883,18180380,35227061,16049
22904667,2642069,33152488,25056159,5656482,46447465,10760570,12123405,594902,1001513,18222284,35721679,17316
22986843,2702444,33206458,25130487,5784580,46944942,10790246,12169464,615628,1014542,18038986,36076250,18392
22789672,2459821,33165724,25117377,5787838,46912494,11004091,12396262,512375,903513,17754483,34653797,17280
22753740,2254867,32960081,24997477,5813632,47314064,11254419,12642150,429951,816838,18355164,35901186,17636
22892131,2200892,33057084,24877932,5714100,45736715,10890018,12293964,408905,765080,18083466,36356434,18280
22922672,2224171,33242658,25087392,5893495,46377174,10972391,12367090,398221,782194,17921719,36382289,17957
22729490,2159242,33100731,24970468,5868451,46269410,11134645,12527048,350291,722375,17648738,35066095,17265
22575778,2023665,32896907,24873232,5855303,46366181,11154206,12566918,315644,683029,18087107,35812514,17348
23115003,2102294,33198489,25017772,5780110,46346444,10996555,12590390,333724,706426,18410855,37211304,17853
23047754,2174749,33312888,25086119,5905013,46495795,11198897,12416501,358013,735875,18073807,36829201,17991
22785512,2160596,33159230,25043377,5885329,46162778,11215844,12615629,371504,731309,17722817,35138507,17195
22745381,2141898,33081370,25046014,5860445,46017810,11131283,12536613,347098,710512,18186989,35800465,16717
23093635,2146690,33178232,25000854,5766864,46439250,11178396,12597340,303388,665107,18423146,37363899,18483
23183640,2037769,33466428,25008980,6142631,46339856,11234364,12424070,259676,619248,18249585,37886708,19013
22737020,1983934,33051199,24849469,5907612,46192322,11244421,12644257,262155,624036,17623154,35386228,17191
22592669,1972901,32940434,24931544,5912111,45787824,11244032,12651749,244211,611769,18048386,35261360,16019
22785621,1950609,32971459,24834752,5818323,45686756,11256993,12662256,243216,604003,18018866,36804827,17443
22994418,1916764,33238742,25015450,5809699,45725127,10849638,12461469,223281,578910,18045967,36911634,17792
22975493,1955288,33198174,24965135,5940933,46105582,11298571,12513999,228615,600402,17903517,36180722,18549
22790456,1920283,33231721,25109517,6033512,46285769,11434028,12841149,230874,595466,18046105,35270672,17752
22915996,1852386,32902177,24729437,5698850,45978486,11266286,12671390,201620,578759,18083387,36816722,18855
22952996,1830905,33223255,25007522,5931058,45984900,10862695,12283440,197053,565170,18027867,36702082,18563
22953859,1977926,33157151,24941536,5904232,45996856,11217788,12458380,239125,603451,17796362,36043741,18535
22774645,1908172,33124460,24885883,5912125,46127846,11258169,12681209,235787,597902,17825754,35422688,17624
22884974,1937058,32915052,24802750,5814405,46155683,11442859,12834492,237606,605087,18184310,36731071,18759
23081186,1951369,33370275,25142877,5814301,45772502,10855681,12470501,222669,592959,18076454,36797909,18625
23006395,2095345,33314893,25115735,5935564,46279432,11270312,12491286,300375,663621,17880666,36717693,18768
22811855,1961095,33177699,24983010,5939651,46139911,11285549,12702898,245251,608324,17626793,35484303,17457
22648116,1882893,32824517,24859137,5908842,46156354,11243653,12665614,220771,588238,18047390,36130695,18286
