cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
42072229,31132847,65218835,41400450,31721255,151255411,50686040,55375379,5223096,6888831,61882416,210974869,328388
82400,28689,119145,62227,52504,280161,98209,102064,0,0,0,270578,265
1649760,162651,2386891,1752389,376425,2828293,812800,952727,87972,0,0,3170438,720
40829072,91127465,59029322,46975437,6520207,65611881,14490603,17386521,10623653,10858315,37120640,64246425,56280
37291078,30345572,50923665,35149684,10361446,76405941,14706691,14955470,2228226,3101608,24142154,65920068,116813
23168104,2355301,33761872,25141111,6216112,52167568,11839307,13364098,374105,764810,18440318,37637663,23023
22710772,1809018,33078796,24866356,5914514,49186947,11211584,12625314,125980,500961,17751592,35395138,14845
22854485,1850348,32986633,24666980,5789301,48953899,11206056,12626597,143760,515569,17944974,36649262,14359
22982546,1786975,33179589,24601166,5944809,48751574,11106415,12537914,113831,496447,18172561,37524452,16230
23055019,1727305,33331686,24882381,5922527,50704065,11250491,12660324,97939,474046,17496494,36162018,19303
22667413,1743808,33024156,24760155,5909427,50391483,11248229,12664405,108484,475541,17797132,35382828,18743
22980889,1708144,33175749,24780536,5807272,50081833,11263483,12673066,93834,463480,17913414,36751797,19505
23031657,1731875,33233481,24859384,5789430,50136665,10872347,12501048,103235,464215,17951472,36806206,19744
23066441,1714478,33317519,24900082,5931878,50545055,11264291,12482591,103440,465207,17791939,36144147,19922
22934362,1675586,33293158,24845604,6064410,50616572,11490596,12905978,98703,456201,17795165,35570858,18828
22794396,1677769,32926623,24513925,5818856,48525556,11282164,12709611,98378,462024,17947815,36876552,15692
23091941,1819050,33372248,24911444,5851815,50443240,10933568,12549599,152047,535876,18155109,36958946,19776
