cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
42079133,30050265,65232670,41649466,31587569,151052079,50603054,55652612,5298928,6945168,61924964,210641202,335241
94880,45720,137239,75497,55292,302590,104947,109197,0,0,0,290182,256
1674160,176804,2422216,1785415,377681,2765291,814575,954544,85959,0,0,3166414,747
40094082,95259085,58017976,46132595,7976066,66704283,14722156,17380210,10261723,10526914,36507178,64012005,36026
36145931,28146251,49867853,33045766,8561680,58980373,10865624,13144477,3122408,3989250,29950788,84421469,116000
23458372,1913975,34297774,25321050,6269407,51655777,11907493,13084710,351623,728371,18617141,37230406,16144
23046046,1821380,33354963,24904956,5906142,49343447,11220474,12658390,189531,537211,17549732,35278322,13098
22795682,1794588,33152593,24840048,5909998,49746379,11234786,12645196,197965,540482,18014048,35292320,15798
23470205,1879693,33690972,25105982,5823035,49713570,11277312,12692053,214618,564728,18368909,37519437,17032
23250604,1797959,33638696,25113547,5876834,51450283,10990170,12404729,173785,527477,17894149,36640818,21042
23107189,1764220,33439682,24976372,5903330,49234471,11196530,12612878,176945,526695,17529829,35218015,16175
22806317,1711522,33167953,24938320,5907970,49122255,11193875,12598229,163612,508660,17968032,35297266,14548
22860557,1674620,32851511,24481316,5742230,48859230,11359856,12783976,135029,492186,17993134,36891400,12546
22786715,1570553,32977637,24509690,5937032,48724554,10874797,12286351,89967,435557,17811751,36748967,12739
22856434,1573840,33193833,24626586,6032977,49074711,11468893,12888041,97190,417369,17455223,36175428,12595
22689037,1560238,33010808,24635416,5918982,50819919,11256195,12674150,102390,426398,17885488,35942321,15909
22883337,1551502,32857020,24510526,5701401,50011675,11282986,12687406,81831,411834,17864098,36715905,15904
22868395,1580531,33085523,24589518,5924374,48699419,10903030,12324905,99107,428444,17876363,36865975,12633
22667860,1582698,32745782,24283393,5908218,48655916,11217094,12641464,96409,414075,17302110,35961071,12594
22706886,1569387,33235741,24580439,6061557,49058935,11488186,13100028,111549,431843,18179631,36927041,12549
22973956,1490593,32808454,24381017,5712827,48803138,11317353,12955487,81473,397606,18132602,37521677,13232
22780035,1577850,32900176,24454424,5945087,48473351,11119688,12310850,125682,448423,17872227,36795259,12824
22920052,1507203,33144556,24644996,5936716,49335283,11275039,12683327,81338,397216,17476459,36290044,13629
22843361,1498225,33383095,24861293,5952597,50546910,11337410,12759960,76488,400187,17732584,35524229,15341
22932104,1463172,33022108,24655148,5839082,50302785,11287126,12906416,67844,393298,18155867,37514843,16095
23055390,1692498,33371939,24854803,5950946,50284943,11140256,12345612,159298,501189,18153787,36999515,15955
22860656,1521846,33016699,24478528,5953078,48943879,11320589,12748960,78377,395436,17445923,36301556,12389
22511186,1505809,32790574,24399898,5940647,48775273,11292074,12728750,69773,387666,17645103,35602857,11915
22837612,1511926,32977824,24629423,5836225,50029547,11298609,12735803,69150,401072,17949623,36683336,15292
22852940,1529205,33152570,24543190,5842413,48371167,10900644,12530494,78288,402873,17803243,36795542,12961
22994930,1515811,33258665,24602630,6048352,49073954,11499888,12753520,59649,378407,17683621,36952927,12774
22673647,1477636,32964566,24491519,5952305,48832313,11322229,12759282,75849,390855,17654306,35543710,11915
22765157,1490432,32747297,24488871,5846420,48950087,11321329,12747732,79306,398716,17927348,36264633,12390
22914018,1503083,33125903,24523085,5871890,48684783,11181491,12614211,73466,391823,17980953,37052738,12831
22870302,1479143,33020129,24492446,5960241,48969891,11116126,12483713,59214,382321,17707266,36908371,12856
22908592,1479080,33344652,24672408,6070609,48903317,11519897,12967376,69998,388674,17697109,35746133,12583
22797671,1423160,32517762,24260378,5825590,48884268,11526405,12937088,75302,392723,18063779,36937809,12885
17433615,1272688,26473685,18641670,5140563,69073652,9472225,10300013,53346,295421,13057566,29665721,73663
1002167,542146,1320772,825866,333525,2680849,440234,545528,58773,109792,823515,2892523,6043
577830,495938,1096433,841895,353342,3486295,682846,708941,206626,199140,428601,580014,2726
557297,218663,766648,490338,325807,2879960,822960,852826,104219,133730,1096390,2213885,2987
8599989,1519182,12129968,7059481,3685937,30505585,4317263,4878323,272180,580665,6858211,18986431,41758
12198850,11880976,17332924,12039538,3303902,37071855,4676219,5484688,1600535,1851262,9641567,21078751,22080
10525442,9575760,15789011,11217823,3146263,32860982,4641702,5643114,1596584,1354419,8022242,17043131,18043
11139870,12857885,16110920,11135867,3248268,33660590,4754423,5866967,1681813,2416515,9909602,20415547,17745
11855333,13920912,16551282,11258216,2968701,33006462,4419082,5530812,1559726,1780174,8963918,20689176,19362
10947437,9219414,16140643,11354379,3338979,33457779,4747034,5565948,1611137,1334294,8870209,19997097,16331
11012915,13418346,16059448,10813871,3112773,32015538,4535377,5614271,1631870,2279998,9006818,19400483,14451
11079727,13738656,16158815,10947597,3226529,32731492,4671548,5553367,1519428,1760913,8602082,19302081,14634
11032917,8889632,16215560,11623238,3093283,33646545,4680928,6027431,1611119,1354023,9335103,19772235,14975
3551720,644860,4975681,2969987,951465,8867918,1236239,1796165,511759,617176,2975314,6681855,6273
6039604,805340,9191987,6713201,3056957,28790038,4778056,5005915,166959,307512,5966713,12109827,41718
21562871,4125499,29193757,19546690,15381451,95529746,26655766,27688374,1310285,1927686,29637177,73726128,95939
26192780,1235006,37880932,23874525,7371532,134636257,14232477,15204543,56266,395897,19295310,50631906,218049
25902300,2406706,37961984,22449653,10521725,109849128,19618113,20132315,343966,819791,23866843,61590956,147971
20730792,6310568,28371200,15759909,9085326,59036037,16559117,18626241,527444,919190,18825460,55746975,73157
13102824,2960112,17526272,12276571,4361422,48115853,7891010,8560022,1975634,2196204,14037776,29832764,39614
16398267,7412748,23791274,14104701,7436336,54111704,14042253,14530782,1146649,1559033,15618515,38622483,61100
30332884,20864035,44363379,30101568,8703936,139342576,17585205,18707661,4176613,5059885,26704306,53346712,215474
23451453,11562218,33993551,22794698,6540280,113035102,13223777,14162600,2197098,2809205,19826987,42663256,173827
14484852,1448278,20877052,13407628,3718062,76104500,7254426,7983183,67352,464897,10788276,26985483,103987
14607441,1423987,21055947,13555025,3940584,76642029,7454341,8178848,61820,451549,10485305,26713233,106280
14013787,1419002,20756458,13447223,3814278,76093355,7383525,8098139,59014,441687,10446100,25226767,104958
14320591,1438614,20517265,13381542,3701556,76295491,7420683,8159840,79690,481120,10725965,26831789,106115
14531694,1305609,21180352,13676023,3835932,77113954,7231591,8160451,17519,407868,10907526,26731314,111002
14387244,1329356,20793807,13489086,3797454,76764677,7352722,7907959,19027,423168,10407125,26668233,108180
14218726,1378970,20743655,13446758,3794561,76092008,7389453,8114429,30487,429968,10147328,25229502,108097
14147345,1344622,20470947,13289674,3802996,76146917,7607575,8329938,24504,426316,10800855,26491748,106596
14369783,1341399,20772953,13447791,3685875,75808798,6978181,7910346,22995,419803,10568780,26686565,107256
14502248,1331702,20890830,13468601,3916450,76272850,7596661,7885788,26373,421453,10584548,27131601,107078
14416656,1337486,20795026,13454564,3802640,76013302,7356594,8072754,34844,428306,10138952,25232565,107925
14025327,1350550,20485802,13350139,3801892,75870872,7400255,8123318,30006,426255,10663123,25347956,105765
14318433,1318377,20705144,13313598,3682921,75897276,7374870,8310712,12569,402740,10765536,27119744,109354
14314138,1341723,20628580,13316189,3793313,75489289,7174620,7687839,28602,420914,10594857,26787276,105484
14436153,1317598,20823629,13501471,3792534,76494750,7371835,8089087,22287,425428,10191992,25212000,113354
14333366,1494875,20936916,13714937,3925704,76770494,7374100,8080432,86208,484652,10910055,25885439,111285
15426114,3632414,22892034,15338370,4089791,82459904,8480921,9314782,882901,1140515,11624933,26824425,108891
14532401,1514328,21026799,13598092,3923475,76098649,7158659,7646698,98953,482671,10914069,27061468,111079
14522849,1418956,20969380,13562447,3810248,76566334,7381648,8095268,60171,453780,10227325,25282995,110998
14186485,1578170,20711073,13586111,3801074,76022614,7391649,8115369,148699,542336,10813448,25262353,105930
14390666,1414791,20528852,13241637,3570935,75631213,7408728,8113187,86075,481658,10673461,26599494,105339
