cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
49029672,34758083,77154398,47228642,28341140,133979872,57007267,62053844,7250101,7965171,58013149,184292010,266403
107200,55066,155006,90163,57316,0,0,0,20745,23735,125753,304141,297
1760400,234875,2547180,1913954,371421,2679524,0,0,157918,141484,1714405,3018427,745
40989470,93992186,59351920,46986508,7551606,66101520,14582113,17457595,12155300,12448491,37852752,59839531,48099
37462450,30253417,51271883,35135527,10087588,76038790,14657397,14439978,2463590,3199766,25786753,72991928,132944
23016556,2662210,33516609,25466747,6162478,48087973,11860313,13296076,541459,982108,18404700,35190638,20375
22604568,2341394,32940668,25103710,5784831,46340803,10961674,12323792,430635,851831,17982101,34570382,16233
22795143,2142310,32982490,24962935,5675600,46388604,10997187,12389514,332358,742869,18122379,36010668,17413
23108727,2142124,33431174,25236127,5811452,46686124,10803827,12168206,326030,739155,18288088,36682686,18685
22988530,2100696,33274424,25103719,5841992,45945246,11105353,12511995,323255,712438,17600149,34999106,17997
22692964,2083125,33008515,25013571,5853681,45780752,11119562,12501951,316252,709062,18013635,34922546,17422
22934527,1924930,32967254,24892783,5628945,45263646,11125844,12508477,250375,642327,17866993,36335239,18504
22949502,1928084,33169813,25025171,5851354,45101743,10776669,12197740,243115,635025,17878240,36376749,18407
22869116,1901225,33047079,24914400,5878312,45298450,11167911,12326314,211565,614119,17687495,35735668,18899
22852616,1911788,33285898,25166590,5994588,45965911,11351003,12758429,238111,638999,18068676,35190981,17409
22880896,1850036,32874776,24744831,5644695,45371923,11168480,12586454,201666,591407,17956299,36464571,18403
22913124,1866582,33237241,25020684,5888603,45666620,10789025,12179947,210810,599564,17917331,36433265,18475
23017271,1890431,33289744,25086000,5887474,44979474,11193529,12413850,206207,592313,17663067,36605096,18715
22921002,1963613,33383517,25167461,5903561,45330148,11231440,12629061,261422,657007,17612232,35291623,18010
