cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
45259991,32782771,77580508,46827697,28004233,144765066,52034746,59712742,6998301,8268216,60168803,194747290,266855
100160,53552,144827,83245,55296,306814,104983,109233,0,0,0,290553,240
1774000,252552,2566879,1933878,372633,2756834,804160,943244,141902,0,0,3113343,785
41827562,86023819,60626932,47928683,6758373,62922761,13404265,17010415,11809176,12091802,38837991,63995771,48217
31170899,29136287,46642326,32369453,9552526,70623719,15524531,17284446,1767428,2823827,16034346,42767608,67854
24227911,3331113,34170063,25784390,6297154,54121221,12012416,13410208,853279,1073418,18873651,36701569,32455
22773394,2462363,33011269,25130049,5822868,47598821,11092722,12503539,487093,889866,18404129,35469241,17807
23032657,2323376,33309984,25063088,5609971,47383473,10888364,12470070,443975,829780,18332249,36058080,20094
23167614,2399763,33431846,25210662,5860747,47488358,10911596,12085313,452577,838176,18461308,36496869,17693
22980113,2236701,33174402,24987576,5848184,47636976,11121110,12505919,388526,776450,17895615,34915652,18726
22942233,2226644,33174513,25182791,5854758,48203257,11313637,12698757,406492,789722,18550562,35574533,19085
22953735,2224121,33203974,24910320,5770352,46222307,10972929,12373864,392324,757107,18351676,36590878,20787
22989279,2166714,33220154,24932121,5919560,46528578,11030948,12204308,360076,736406,18259443,36522525,20041
22978603,2172181,33138984,24914985,5902512,46471536,11187883,12597529,345044,734950,17801709,35222966,20244
22702575,1932026,33018487,24932622,5898814,46703375,11230154,12636965,272689,648146,18274420,35281224,19811
23144556,1904859,33292097,24920147,5811769,46448338,11259506,12664541,244273,631343,18354248,37216241,22195
23086141,1971809,33323122,25026674,5919637,46737763,11065022,12449737,263397,636856,18104470,36896589,20767
22838837,2008504,33203182,24913815,5928196,46641264,11262611,12674133,267943,641205,17800216,35347867,20683
22754661,1966653,33109739,24962590,5914606,46588012,11229974,12633010,274547,649047,18183326,35303418,19515
23131450,2068462,33163225,24851652,5794937,46587347,11230936,12648252,266355,697371,18534445,37363217,20679
23299664,1982581,33632015,25080292,6157761,46906989,11060181,12445917,259841,638496,18452450,37916313,20887
22875427,2113969,33285045,24969450,5955934,46159885,11306632,12701385,298511,633988,17741784,35542467,21009
22637473,1885535,32921487,24740607,5938442,45554102,11308750,12719270,213355,576939,18125006,36161263,18766
22971748,1848296,33011589,24798840,5721038,45589886,11109515,12744104,201192,575312,18144055,36824109,21704
22855227,1868455,33003103,24739809,5921637,45208903,10902877,12276332,184448,564344,18097506,36810905,21636
22955928,1852723,33139389,24785924,5966837,45708560,11332570,12753428,187076,556139,17713053,36291237,21735
22577810,1786025,33094421,24861823,6059370,45988992,11468212,12871672,166016,535977,18032739,36099314,20582
22929049,1822764,32876778,24679263,5709197,45506733,11086970,12700420,187390,563411,18131856,36851031,22396
22822636,1830850,33034014,24734131,5945854,45443927,11088231,12279612,173514,548638,18039921,36757934,20062
22919952,1808779,33048735,24719757,5951493,45755148,11279323,12691661,156749,520431,17671349,36276433,21361
22705319,1792611,33083833,24828463,5959951,45756283,11326608,12717895,158615,536998,17909655,35625862,20762
22851761,1769899,32921577,24730496,5862407,45802443,11355812,12959321,169092,540018,18300102,37487591,20342
22902385,1802793,33086702,24782919,5827675,45377353,10877324,12509989,180973,553205,18140063,36966834,20892
22822558,1848643,33031567,24717719,5952659,45829505,11310991,12517876,196687,553745,17877839,36095107,20452
22803541,1896727,33130988,24684142,5956935,45517621,11319828,12774685,200553,577390,17916487,35709941,19503
22806937,1846270,32837505,24804752,5844046,45763749,11320420,12738952,200547,566404,18169470,36197647,20246
23124638,1886057,33390013,24861045,5959459,45785566,11121425,12529790,189077,573373,18358337,37495204,22602
23192546,1674903,32491553,21927277,5611968,64582188,10829634,11852617,188983,542395,17303139,41616549,106676
530832,310397,1220785,754106,406452,3235752,795845,825177,137487,164925,622303,870394,2577
748386,562048,722884,713355,229926,3542486,669307,646107,143314,162385,948678,1552305,3921
731788,266020,992979,449111,198288,1391774,402062,422419,73552,101224,820384,2195749,3706
5986436,1291767,8972599,5765241,2900142,24333585,3219386,3536770,113175,355035,4602525,13432884,26140
11911429,10116207,17607800,12219974,3907340,36788298,5537215,6449256,1696454,2059478,10149223,21664277,28681
11260999,8915636,15851213,11291151,3010768,30334556,4668464,5586324,1598656,1964424,9665929,18366084,18248
10318155,9681455,15161555,10550919,2999756,27553647,4440723,5487457,1650063,1406604,8934559,19991706,18613
11860049,13978438,17062059,12066031,3317226,31070827,4431995,5517701,1592363,1925790,9806998,21663020,20403
11195574,12960083,16999766,11552634,3155942,30728361,4794140,5671000,1211823,1933291,9080265,18007592,18526
10522886,9541903,15286809,11229045,3183814,29318715,4820776,5803245,1641062,1907425,9377007,20989910,19761
11700610,13437020,16943149,11956254,3106443,30495135,4136558,5462627,1722489,1985680,9777942,20589230,22376
