cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
41745652,30263287,64890266,42112988,29422456,151752667,51122502,55268015,4993642,6664785,61324133,214418279,334441
98880,45167,142957,78966,56496,321124,107332,111712,11577,0,0,0,280
1664400,117513,2408272,1766339,382183,2792805,822152,962561,36737,81098,0,0,693
40819552,106791415,58863429,46679365,8157211,68350700,15059959,17797416,10325508,10543912,35317373,65275880,23172
35384205,23734044,48622899,33322366,9665216,70616995,11753661,13858588,2166822,3071927,25440442,77052508,132739
22978258,2122456,33485550,25088213,6244262,51780629,11989273,13175710,296344,630341,18281486,36310814,20549
22636545,1599259,33028864,24623631,5914539,49697860,11191760,12592966,118217,433680,17534690,35260266,14661
22358618,1603735,32404644,24270617,5925572,48738027,11291395,12737874,144321,453465,17965739,36150173,11739
22992655,1655981,33192080,24502309,5887514,48864882,11184346,12813585,155462,460524,18191715,37835578,13228
22752849,1468208,32882459,24389520,5930860,48628839,11286561,12527826,66723,375080,17600342,36325232,12672
22494115,1465906,32773438,24356240,5957120,48908258,11298414,12719562,74468,383803,17646751,35488465,11801
22713662,1457582,32717106,24523710,5884343,49224548,11382538,12804731,68528,388028,17977411,36444218,12245
22891187,1492147,33076870,24540777,5781722,50053986,11109813,12606179,82618,405951,17869806,36731473,16778
23051866,1440911,33401072,24889771,5970323,51180426,11150595,12350088,53652,371414,17919738,36911456,16937
22990578,1471507,33405641,24777158,6048097,51117956,11466180,12912318,78522,390908,17707987,35473602,16404
22874687,1425332,32850056,24652416,5832719,50412851,11316504,12745483,68261,387568,18036037,36253183,16248
22938141,1510263,33099579,24512620,5882584,48809661,11173496,12593440,89400,402823,17862721,36964977,12774
22796319,1437728,32906414,24448371,5951840,49179248,11119654,12524301,65108,377140,17718813,37021234,12716
22768822,1476094,33094693,24572560,5990284,49129712,11370004,12784212,92057,389174,17501492,35772051,12361
22904122,1671697,33030716,24594828,6061698,49230548,11541481,12963464,151439,471180,18329208,37077926,13178
23245264,1462296,33565523,24806814,5846468,50384422,11359282,12795032,75132,381924,18245250,37657391,17436
23063544,1468398,33413373,24860657,6000906,50504049,11184940,12390884,73837,379125,17949126,36943256,17123
22863383,1485861,33117149,24599442,5973219,49361342,11355634,12796501,75561,377279,17455824,36332973,13738
22524073,1434845,32719306,24400323,5972121,48922372,11337398,12756933,82183,390920,17724704,35713726,12006
22878890,1456165,33083232,24439137,5880472,48852084,11379511,13007648,75146,381799,18154240,37798315,12870
23097172,1461856,33420682,24850162,5977011,50709876,11147670,12374279,75082,384689,18019354,37117391,17106
22976852,1432707,33267771,24738681,5975772,50781682,11339366,12780447,73577,389190,17581762,36159526,16400
22532565,1436605,32850785,24526978,5968220,49258527,11343089,12766415,72513,392371,17846198,35760851,13110
22732592,1463476,32893979,24468054,5850072,48695031,11347176,12770804,74180,391700,18005928,37077857,12426
22959272,1513710,33109476,24530610,5867215,48531255,10938640,12552143,69481,394647,17866051,37193287,12965
22993683,1457220,33204667,24547372,6057636,49058213,11505142,12741408,62867,365890,17718589,36511135,12880
22520091,1462104,32797748,24519161,5973985,49076621,11360801,12792206,84438,399159,17765780,35656950,12030
22723354,1464075,32933916,24437776,5854323,48637753,11298450,12722705,65677,377047,17879279,37065835,12550
22829316,1420914,33022847,24531705,5861211,48535891,10966172,12599327,70646,370866,17973694,37186443,12889
22988636,1424924,33232696,24670827,5985003,49053631,11398713,12610417,73059,382408,17714919,36498382,12938
22768443,1457997,33096170,24681317,6071414,49097331,11517180,12955531,68681,405423,18017071,35726806,11988
23139579,1498294,33250160,24633532,5778288,49221135,11422351,13077183,64157,397585,18299988,37979363,13379
14226742,836025,20336255,14028392,4074088,54523480,7343040,8290885,106578,332206,11732434,27764150,81414
905887,385942,1313870,825276,383115,3169294,744580,559929,132009,88932,635884,1405640,4840
710320,598862,1299265,863343,343601,2949448,619375,640837,186065,224812,696160,766878,3175
755080,271752,736348,449388,204188,2360401,829225,845973,97175,118254,1051377,2145530,3740
10400024,5933206,15416385,9929274,4190105,40745100,5161051,5911135,152781,528981,7729443,20449262,49454
