cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
45263776,32307614,77260016,46655275,28050551,144731556,51847545,59647515,6858102,8106467,59790540,194466626,270887
94080,30822,136301,72424,56249,321711,107373,0,0,0,107071,297567,258
1772640,250913,2564987,1927612,376927,2750105,810594,938798,0,0,1748982,3037229,731
41148597,85234420,59491101,47466734,7133515,64273528,14420761,17304044,11196713,11845026,38245047,64234525,57500
37439521,31150600,51711138,35890855,10351920,76834698,16124172,16947835,2364312,3052102,21176887,61854898,107997
22635362,2617286,33191118,24991563,6096509,49103027,11607920,13104945,561610,1014372,18381930,36316571,22969
22489089,2326778,32756350,24802976,5779543,46630307,10961210,12331349,425008,869360,18010730,35196269,18461
22790977,2323419,32724599,24790601,5547524,46563897,10748760,12341947,413331,868168,18052724,35976918,19999
22900922,2218677,33082807,24869804,5921503,46830192,10998276,12218358,350097,784970,18018494,36647558,19812
22768230,2089831,33164232,25005643,5817071,47086878,11043678,12426276,315694,748058,17629106,34761593,20824
22494158,2166086,32752224,24696874,5847968,45506495,11145424,12554694,365479,772432,18070423,35783507,19238
22810012,2012196,32880236,24822041,5647410,45616529,10948175,12568665,313365,706719,17951957,36336562,21027
22820416,2120253,33013928,24795119,5878839,45703686,10993353,12189099,306643,733736,18028555,36501278,21419
22832790,2061662,33031616,24872892,5874449,46021423,11178905,12572213,281709,707701,17540132,35723827,20779
22480974,1959348,32752304,24706955,6017610,46244775,11385029,12773131,241910,663404,17979230,35884347,19817
22791181,2000795,32800076,24667599,5656863,45628451,10972435,12585436,262732,671784,18067669,36588810,21151
22811993,1973406,33024344,24778453,5915837,45723549,11017593,12217946,244660,653934,17974993,36539957,20074
22879648,1964243,33038195,24823364,5902677,45935244,11188155,12594664,243504,643273,17596164,35894778,20504
22473840,1870739,32741878,24668403,5901072,45525430,11236585,12650951,204635,608411,17743619,35340339,20387
23016580,2045496,33296719,24831971,5924849,45646326,11467307,12870596,221913,628513,18435076,37999858,21777
22945283,2000021,33110841,24727772,6003193,45161173,11007632,12196047,233468,646374,18181958,37531087,20790
22779419,2014383,33033713,24792558,5921828,45560166,11260762,12680866,287372,690311,17618100,36017674,20928
22576541,1977571,32873219,24787021,5943101,45645573,11276745,12686745,250377,651906,17789115,35458612,20318
22659245,1833355,32760569,24524182,5819524,45432428,11278104,12695628,174308,602034,18003808,37007791,21220
22936308,1825885,33141022,24719946,5930975,45676639,11069055,12485584,166620,588151,18151382,37389391,22003
22740707,1803704,32958299,24689505,5954113,45545760,11283869,12707454,153592,568127,17457313,35397467,20808
22505950,1748545,32769687,24723562,5926646,45609787,11274615,12692699,141795,558028,17943942,35434590,20421
22692542,1809907,32827881,24572970,5762133,45541877,11234182,12635212,157868,578661,17882874,36675685,22939
22715998,1777893,32888835,24597707,5798900,45151669,10824600,12432147,161614,568089,17861047,36754456,21708
22797395,1772095,33017798,24727981,5938581,45735653,11273948,12492040,156770,568859,17633489,35992577,22362
22634448,1815904,32915539,24685782,6059657,45593727,11481816,12882554,145189,565596,17897166,35490754,20051
22779482,1788698,32746509,24564142,5684426,45271985,11229058,12658467,139623,565026,17870523,36870795,21904
22713452,1780684,32765272,24567501,5886770,44898047,10778812,12188449,157420,572720,17800193,36521388,21976
22789272,1727075,32886406,24596174,5900073,45170085,11203323,12532651,133459,536646,17466566,36119146,22679
