cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
45219586,32851782,77373633,46761685,27946118,144616538,51830013,59459204,6893450,8174781,60006922,194234623,264680
101680,55537,147113,84177,56141,309438,106728,111075,0,0,0,296996,241
1790560,281206,2590951,1957126,372865,2741089,805819,945192,165892,0,0,3107340,774
41201755,87590748,59672843,47690679,7102048,64102116,14379675,17272084,11139791,11425382,37871173,64827527,38796
37491746,31241475,51890594,36103359,10355345,77117200,16113062,16699711,2432172,3084555,21573958,61881756,109020
22774733,2738221,33315815,25098966,6100673,48807490,11631907,13140733,646400,1076800,18520602,36411128,21355
22628314,2400206,32998746,25056073,5787206,46793099,10988408,12356001,462125,917505,18121740,35221482,19560
23025537,2206921,33071708,25075690,5584028,47327898,10936572,12398246,359690,805889,18117156,36028248,22250
23208382,2262439,33601822,25352291,5995244,46819412,10934209,12296818,369043,809453,18148642,36921879,23380
22816398,2094084,33286005,25114932,5872429,45936571,11138000,12525131,303628,707695,17546045,35036521,21705
22618888,1977862,32907799,24885442,5858651,45740069,11141577,12539902,267046,687534,17930629,35750263,21392
22921998,1931816,32938166,24992443,5629132,45572279,10938328,12536113,235765,664368,17878105,36284382,22974
23049915,1967750,33293979,25114924,5866036,45754068,10939850,12155362,221435,660445,17998560,36573506,24842
22917902,1905378,33153115,25088297,5861383,45954953,11124327,12528111,218983,644987,17482723,35714211,22444
22614837,1916213,33201452,25003819,5984279,46258379,11337138,12741815,223991,637422,17902870,35743090,22571
22913667,1926931,32938106,24929776,5662304,44953969,10997660,12601552,212586,611286,17832507,36437655,23075
22975481,1851293,33246532,25061449,5878221,44960154,10982610,12156202,193523,605714,17768837,36351355,23775
22989929,1897754,33250684,25076177,5901389,45376799,11191752,12615242,186712,596505,17413857,35915380,23921
22696080,1803720,33074700,25112202,5889802,45453851,11214986,12623330,168760,594819,17699609,35191931,23979
23201203,1888290,33485954,25147657,5919312,45844719,11418091,12803131,145834,563975,18297877,37850872,24973
23132183,1828866,33422586,25096735,5994165,45217068,10998827,12207050,157695,571284,18075993,37407547,25107
22953009,1925749,33290380,25128664,5913366,45710382,11245338,12656348,226199,645111,17414375,35840331,24090
22662660,1830494,33028178,25044085,5892730,45374158,11196685,12603049,163013,578710,17623042,35246220,22963
22784278,1791214,33043542,24890991,5788086,45064006,11214080,12630257,154329,570183,17839473,36629980,23686
23011961,1807927,33288818,25044073,5899423,45140403,10984341,12385960,161430,583191,17984202,37109198,23998
22980492,1838932,33321979,25154867,5905936,45653799,11207152,12615734,164618,580542,17416494,35265352,24584
22713496,1805776,33059321,25059188,5888867,45699420,11209201,12609130,144583,565636,17596067,35238350,24869
22728904,1695337,32880660,24770657,5784797,44787549,11202206,12591601,126398,534279,17673756,36449221,23357
22872355,1740137,33055445,24877594,5758002,44585681,10767781,12386604,121806,542760,17747760,36622607,25694
22896859,1767745,33180470,25031530,5924480,44936484,11234842,12448266,132315,544632,17546982,35932897,24457
22747850,1726349,33181307,25094113,6036227,45387634,11439337,12853591,150804,568832,17768805,35272645,25078
23034299,1734540,33008324,24861500,5682955,45111955,11224457,12654963,118198,538648,17819137,36721883,25579
22929055,1742415,33137809,24963757,5802861,45108266,10844881,12436749,119793,539874,17782186,36563576,25782
22872568,1717446,33162720,24943990,5902617,44894516,11191916,12402122,125084,531761,17514345,35957439,24652
22798895,1716816,33160884,25071451,5932403,45330340,11290019,12698587,145471,562351,17634986,35394110,24386
22908925,1721644,32980756,24940313,5786794,45412295,11415462,12810549,136130,555185,17988862,36541197,25705
23144667,1782396,33409365,25125150,5999850,45173891,10827163,12224316,114127,556461,18088362,37446008,26398
23819649,1483735,33965290,23963313,6127480,71584523,12022842,13408409,176935,611710,18443896,42027812,98683
696794,363280,1326673,831541,383048,3057232,718943,748311,129709,110903,360760,658363,3998
486453,548826,987096,678998,337591,3450324,630120,653338,144409,212950,1026363,1531975,2910
937979,282701,991267,587099,198384,1856875,408146,643393,86282,112681,1005761,2734562,4349
4436364,1102762,6741710,4404630,2236171,19708652,2774574,2820172,113826,276186,3612341,10092239,19802
12216400,9507538,17574459,12075166,4077024,38674861,5494507,6438566,1746219,2121674,9694859,21837372,30716
10081968,9476480,14415295,10440090,3091663,28564053,4588494,5570095,1567952,1358816,8997318,19451526,16876
11318517,13234986,16256107,11484876,2981488,29868536,4295153,5608259,1668675,1926672,9622615,20624865,19501
10970129,13275524,16430530,11315586,3202279,29640885,4725007,5445145,1615010,1346577,9350927,19943765,18303
11093688,9879592,16175915,11330163,3284737,29947523,4598917,5694765,1581263,1873745,8745024,19898537,18202
10790793,12767506,16228059,11329981,3102670,30944347,4744885,5687577,1584724,1683309,9392121,18162266,17465
10569671,9633493,14868896,10271895,2862954,27117996,4285322,5527094,1587366,1790693,8684679,20122798,18561
11868032,13885487,17274070,11692992,3186008,31187326,4489652,5162555,1076204,1685161,9618048,20264257,19048
6741658,4708114,9599968,6836184,2126205,18967075,3090912,3876408,1085435,1238193,5216338,12268075,12399
352124,220853,784706,626518,466474,2961856,871066,887286,85571,110911,795393,1438927,2356
17988746,3229448,22718819,16459375,11750460,83942523,21272162,22959878,1150467,1748069,26576578,64339366,110970
25222065,2159412,37160444,23512587,10397151,117489833,18183050,18835134,335100,852250,21536112,54162218,173671
27092325,1666282,38912041,24406521,8093488,132861145,15389206,17180088,207061,646745,21788927,57486753,200992
