cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
42140062,30702595,73151626,45229740,29156925,150526018,52929438,57084409,5951370,7656074,60520636,207933153,275650
102480,50227,148314,82710,58007,328753,110079,0,0,0,119448,308036,285
1711440,210729,2476229,1842121,374666,2913590,808899,871144,0,0,1698437,3037158,721
41147971,99067352,59560919,47729005,7948349,66849362,14703998,17370649,10929548,11641237,37385792,65612686,48072
36084066,29066789,49640741,33312902,9582545,66776061,12051251,14461496,2788733,3472209,26572058,77130234,114951
23340433,2428363,33994130,25548023,6207188,53106627,11906284,13089038,378249,751827,18440663,36987398,26622
23077711,1869638,33523274,25044678,5905071,50735753,11219707,12626849,188664,551213,17587597,35366227,21718
22805621,1750743,33006066,24843281,5909841,49700665,11233812,12637002,153808,501337,17982223,36041100,17266
23004543,1857646,33285641,24813029,5728135,49461536,11108829,12701539,184436,537263,18064266,36846642,17957
23177939,1866310,33478479,24922008,5996684,49426710,11200350,12416574,187595,545441,18017932,37442946,18915
22790121,1827958,33175520,24677532,5930114,49449306,11273454,12687438,164357,516946,17546140,35492668,17556
22623358,1785868,32699812,24531060,5916823,49322431,11228597,12659820,159767,518631,17971174,36315818,17960
22896721,1759109,33113133,24636157,5731237,49026991,11111076,12742810,140835,511107,17990524,36856605,19318
22882359,1980150,33089423,24646055,5937781,49536962,11069083,12255973,235408,582020,17956554,36759817,19492
22915595,1661390,33307510,24644886,6033379,49640497,11462773,12887988,112984,461042,17554392,35555675,18082
22693405,1685583,32854129,24617527,5939687,49425369,11311401,12739620,121337,485343,17983386,36164260,18494
22954626,1762584,33227450,24632481,5736162,49217354,11123825,12743710,141893,504229,18002268,36997008,19277
22851070,1742489,32994831,24512598,5907865,49232418,11061608,12270892,147518,503582,17981031,36857779,18479
22886288,1673205,33088762,24570420,5931911,49279632,11277730,12690894,121700,471214,17529130,35511556,18845
22954908,1757922,33205011,24780864,6052051,49582901,11477295,12904538,149449,512456,18516847,37059834,19335
23116474,1653391,33404240,24646158,5768197,48851344,11306426,12820275,113161,475701,18221746,37557306,20201
22996150,1594712,33293940,24737451,5983138,49563525,11155451,12356076,104498,449177,18035252,36988333,19908
22920476,1613026,33148694,24675695,5927939,49369499,11259414,12672502,103562,456644,17574508,35457669,19914
22664998,1573474,32965668,24614612,5949607,49469880,11312207,12711839,91547,447764,17944257,35599375,19545
23165996,1598065,33230983,24594561,5843502,49238145,11305784,12718864,80401,446759,18190536,37739906,20915
22876101,1605833,33120538,24609782,5949053,49403392,11134262,12547917,83032,446078,17811495,37066116,20124
22887067,1615124,33287339,24723923,5976375,49576996,11373541,12792587,88285,447606,17563366,35672623,19342
22627982,1644303,32988607,24689819,5952537,49344149,11305936,12748193,107612,462435,18019636,35571710,18401
22869097,1599124,32877332,24436456,5725815,49182989,11313992,12744890,78564,441780,17950474,36834386,20024
23000510,1614762,33250101,24710760,5990868,49377483,10976012,12400723,97635,451594,17978678,37053787,20014
22990087,1633615,33442797,24759682,6058710,49679939,11485281,12923405,101685,454179,17571223,36343453,20158
22639909,1565951,32891721,24599397,5942534,49326277,11295200,12718388,93922,440828,17774911,35633962,19283
22840016,1612531,33015910,24547087,5832609,49087597,11292265,12733847,94811,440911,18014873,37104624,18934
22931975,1635784,33159049,24637162,5845488,48827036,10908254,12519228,96601,447854,17960424,36977915,19575
23085887,1646933,33332926,24752322,5967740,49429029,11355617,12571368,105958,458600,17780487,36975664,19956
22851487,1781645,33290251,24840719,6070087,49805666,11516555,12959611,177225,530165,17914921,35658113,19300
22941350,1692468,33177199,24501005,5853107,49077201,11543020,12972007,142607,503251,18284304,37727722,19843
