cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
41826482,29853736,65006823,41225367,31711754,150988735,51027222,55687394,4914932,6713046,61583429,210737413,327480
99840,48019,144341,80978,56524,314182,107332,111713,0,0,0,298469,255
1647120,137045,2383200,1739711,380944,2818649,820033,960244,84649,0,0,3225469,756
41095966,94892055,59523710,47162790,6737424,66852195,14823781,17778910,10608724,10836164,37247119,65196623,52955
35448476,24617775,48605113,33484216,10226910,74897621,13427990,14318266,1584594,2779230,22771517,64295311,115886
23390271,2158497,34054708,25262374,6334974,52582650,12102842,13641007,343188,713480,18837217,38326756,24206
22794130,1611204,33291407,24802430,5922480,50148309,11243343,12670129,157622,501125,17924717,35658115,20311
22794780,1556775,32847418,24651804,5811224,50035028,11284925,12703919,144634,460006,18091366,36055739,19402
23215812,1533890,33515632,24812451,5965717,50190603,11153476,12586656,137734,445915,18359074,37634214,19103
23330368,1602598,33756678,25197270,5954265,51174706,11282881,12705849,151323,471303,17763055,36140325,21162
22704595,1520623,33247382,24762061,5953326,49344578,11315359,12720678,124911,456343,17862392,35522414,15923
22779922,1554709,32891497,24732720,5826607,49215137,11251681,12656067,141002,455561,17986427,36588083,16278
22992241,1486873,33350685,24857286,5838869,49926992,10956398,12597156,109016,442369,18153494,36872603,18649
22822954,1420052,33030633,24602163,5926351,49200828,11122508,12502430,77712,408470,17697066,36683399,16672
22883401,1431643,33485234,24793466,6072940,49405452,11535551,12964998,86711,392751,17824094,35680222,16536
22795700,1427527,32884925,24641145,5845713,49168012,11311069,12749237,84875,395971,17950065,36831466,16504
23027033,1443139,33345031,24829130,5858619,49267774,10929329,12566072,82033,406341,18064646,36913977,17395
23088629,1420918,33325677,24803285,5967948,49654684,11349040,12565474,79665,384458,17824810,37197341,16823
22914997,1398552,33344872,24792511,5967805,49269176,11338483,12771759,76169,388021,17581288,35652088,15986
23169712,1581049,33347799,24969026,6094442,50130219,11726069,12936910,96112,417714,18626790,37905259,17149
23129857,1469070,33360416,24761765,5838220,48610756,10901275,12740644,99139,410162,18292412,37647458,17456
22964208,1423017,33123570,24613451,5954053,48973947,11118681,12326867,94955,400283,17997227,36984090,16854
23190428,1436732,33561777,25068672,5949877,50680747,11292675,12733892,77572,387723,17599767,35547254,20855
22471024,1406971,32721046,24418080,5907063,48534000,11258164,12653973,89975,407503,17831449,35327593,16044
23138056,1438832,33152380,24571767,5810190,49014221,11307632,12761812,90358,404275,18227791,37713301,17422
23129615,1432667,33398112,24884319,5967794,50122309,11186343,12370885,79495,394873,18098989,37075400,18945
23074277,1421984,33387656,24797782,5980914,49232449,11379219,12810775,88663,394052,17629158,35721853,16575
22823272,1418155,33247962,24849012,5994997,49514381,11379685,12814015,87903,394441,18199862,35775585,16338
23033955,1426597,33100973,24639057,5738332,49111814,11358536,12786350,71194,399389,18164331,37133901,16862
23083440,1452034,33384367,24825941,6017769,49234884,10976522,12404126,80666,399258,18179055,37269864,17000
23109177,1440101,33624575,24942496,6090202,49495014,11567477,13019372,82824,396637,17692187,36438188,17049
22828937,1405078,33245573,24869898,5980539,49347516,11352397,12777090,82564,400703,18076464,35584714,16255
22988315,1414268,33125620,24595790,5755635,49061465,11336678,12773213,91721,404109,18155910,37063593,16846
23047291,1440718,33284492,24733805,5973279,48759516,10955978,12378081,78858,390808,18131062,37275016,16013
22931662,1440058,33154498,24608975,5987130,48744792,11377251,12835001,100636,391416,17624314,36485231,12800
22673562,1542483,33194246,24646838,6092784,48909870,11564473,13009084,141096,441980,18075483,36564848,12046
22998429,1477785,33038076,24538055,5832983,48295149,11118720,12778205,111946,414257,18191295,37691520,13237
15769155,820989,21794142,14714774,4029550,57035330,7604300,8226779,103434,347812,12394316,30183689,100064
935882,406816,1245975,850655,390608,3230006,759300,800077,140173,137190,367340,1437881,3853
