cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
42278299,31757691,65393375,41783058,31606947,150674577,50851990,55737118,5246181,6915623,62188251,211220176,327073
83600,30073,121266,63566,52530,285336,98895,102795,0,0,0,273008,245
1680640,177484,2431881,1795859,374583,2783297,809154,948763,94695,0,0,3179152,760
41120376,92643789,59536465,47515481,6527357,65354111,14492355,17384085,10895979,11092546,37438476,64103639,56764
36999028,30414780,50620549,35024964,10187588,76087644,14923027,14941712,2210702,2969481,23812809,65154449,114147
23404801,2363345,34067472,25361091,6287692,53257814,11997681,13537960,395317,797610,18744496,37978446,24172
22883663,1935379,33337067,25025698,5909721,50908583,11203141,12608454,222523,599687,17857713,35250343,19668
22884948,1785528,33094137,24681040,5760944,50297779,11189703,12605253,161149,523015,17985642,36511913,19733
23266991,1753904,33605881,24987890,5912394,50752501,11050626,12440790,148962,510816,18216232,37273647,21131
22982423,1706412,33220633,24718523,5909191,49976144,11220514,12632718,121969,491655,17425995,36015228,18831
22669690,1820176,32991114,24792377,5903108,50626013,11228514,12630008,192505,539331,17714191,35177870,19886
22875544,1697540,33089344,24681296,5810610,50233396,11257924,12665925,128093,483727,17943809,36741270,20048
22943385,1715650,33125047,24638597,5804727,49479627,10869048,12490177,109732,488981,17991547,36871914,18130
22982816,1777627,33191786,24666378,5944131,49396922,11295863,12491660,132964,525691,17788321,36204424,16639
22670607,1710983,32926363,24526869,6027259,49209776,11428801,12851295,126086,485447,17879883,35338932,15849
22765481,1657928,32935877,24524895,5768317,50207304,11192222,12588304,129206,482159,17868256,36516575,19640
23030502,1677413,33345816,24746227,5818002,49981651,10853329,12472086,117457,469277,17921004,36818351,20528
22997319,1605234,33244929,24782405,5912280,50386426,11238057,12452625,94332,441769,17700003,36005064,20872
22893854,1584469,33342612,24853747,5926465,50247357,11251874,12669338,92991,441256,17697012,35224347,19650
23108580,1685947,33206462,24726761,5931570,49741531,11651541,12839268,94823,440955,18329968,37430335,19181
23073713,1632629,33423988,24832353,5949881,48872070,10898743,12521886,104626,451138,18232538,37532773,17301
22953099,1621297,33244835,24706131,5954508,49083362,11333847,12615421,103690,447442,17667652,36143713,16780
22636597,1559609,32944171,24528552,5941569,48864789,11247380,12623942,95971,428018,17618171,35309278,15905
22523356,1517810,32347473,24134307,5813461,48292203,11292122,12700120,77234,397141,17718578,36096582,12222
22924357,1540957,33160900,24415421,5982227,48577965,11173035,12584418,72449,403110,18064615,37645694,13063
22812046,1552936,32909723,24454901,5946638,48480446,11323972,12784434,87741,412223,17439533,36351741,12754
22478255,1537815,32917883,24428460,5945838,48513919,11301499,12719597,77979,406720,17549520,35453470,11812
22637490,1551462,32580632,24321411,5828722,48446259,11280555,12683898,89102,418067,17772468,36598923,12320
22721711,1547133,32814319,24303300,5807011,47867471,11064921,12511594,83292,411001,17778972,36730560,12608
22691493,1531577,32855058,24340494,5973146,48640893,11186306,12609955,80064,404187,17614420,36931173,12686
22619137,1566749,33143137,24482929,6065440,48782842,11497726,12925566,73404,400743,17575595,35601712,12266
22377650,1460436,32424331,24216712,5954751,48441716,11344174,12771828,59495,383517,17837413,36277247,11865
22669959,1486105,32798033,24242689,5734889,48007472,11112279,12726534,69573,399410,17789580,36945516,12837
22816660,1490658,32978769,24394133,5948132,48062968,11093773,12308378,75653,395736,17780366,37093098,12847
22713094,1498135,32926187,24400394,5993427,48676910,11410300,12835332,68912,390038,17407179,36263477,12374
22469862,1691553,32742760,24413694,6081108,48844855,11529629,12955583,143700,466334,17898696,36393680,12099
22914402,1506091,33167178,24473790,5857560,48126640,11157505,12803529,77246,402760,18072494,37582095,13189
17580791,1075448,26062476,18002455,4991671,65494886,9858149,10911486,119268,364165,14166837,31458133,73701
1013635,524620,1339516,831166,395402,3157186,757924,675795,98254,101783,419826,1083653,4160
511102,529279,996795,831975,323233,2703162,632817,704930,194758,228622,1000323,770642,3166
764838,335112,1028725,467636,203505,1924872,614876,848322,100667,127724,1040623,2846439,3858
8426886,1596888,12240784,7444997,3659028,32617919,3840807,4316481,130438,497034,6565864,17877611,43785
11423000,13705984,16575913,11788223,3359366,36328849,4876379,5860116,1635118,1825808,8929867,19642113,24517
10866545,5333357,16265223,10924702,3182102,32856406,4726990,5706230,1101830,1333746,9005047,18618351,18939
11228615,12610402,15876963,11835085,2990628,32665939,4572372,5583943,1641018,2365495,9489228,20591063,19258
11248527,13799757,16005771,11205521,3155492,32617819,4203322,5411704,1537245,1743337,8947927,18988496,18691
11877244,9550967,17040282,11407893,3252970,33492694,4803678,5858359,1589686,1331978,9293925,21367047,19377
11113626,12978850,16326639,11662928,3259949,33585575,4633094,5654722,1619561,1823023,8804441,18652640,17174
10333288,7757914,15037530,10090433,3004289,31656678,4592876,5421489,1077785,1284781,8921556,19284044,17949
11670222,13090121,16690392,11779377,3055579,31874666,4182147,5503417,1633796,2357491,9638873,21100608,20188
4118717,4309074,5382087,3932476,1309907,14218581,2073158,2127355,39877,548968,3541039,7988376,8794
2109843,603855,4654769,3324825,1444504,19916666,2765656,3014745,160511,193635,2170764,2711867,8333
