cpu_clk_unhalted.ref_tsc,l1d_pend_miss.pending,cpu_clk_unhalted.thread_p,uops_retired.stalls,br_inst_retired.all_branches,idq_uops_not_delivered.core,mem_inst_retired.any,mem_uop_retired.any,memory_activity.stalls_l2_miss,memory_activity.stalls_l1d_miss,cycle_activity.cycles_mem_any,uops_issued.any,br_misp_retired.all_branches
44634753,31880433,76568151,45798917,28050163,144620887,52469613,59550085,6729976,8019882,60344820,193517863,265836
108080,54435,156363,90183,57950,338113,0,0,0,22260,125392,309355,326
1675120,178657,2423830,1783446,378320,2789463,801565,0,0,62992,1582869,3060641,751
41057939,98055969,59458860,46811521,7747586,67442124,15026539,17747323,10864014,11750132,37341795,62586008,47480
35432344,24038398,48715160,33764135,10008045,73968915,12477990,13808468,1939041,3204441,24839168,71321677,130311
23424431,2000716,34229770,25636336,6235363,48316226,11953495,13126067,357782,795251,18472066,37043593,28224
22946396,1800975,33446774,25167699,5922608,45119143,11260434,12668705,138127,547288,17581833,35414122,18917
22808303,1818469,33025418,25046213,5941830,45105176,11305212,12735725,157808,559687,18062034,36139003,18361
23322459,1705376,33535359,25190084,5870610,44684408,11162896,12784584,112161,524210,18247468,37713702,20510
23119358,1822355,33376385,25087682,5942477,44581433,11307900,12533557,152398,544811,17798422,36967843,18845
22941573,1697502,33353524,25075133,5947511,44879383,11300879,12713807,104388,507274,17503675,35450669,19090
22889157,1644298,33083954,25122731,5955669,44746499,11310483,12710374,104248,499332,18034494,36319064,18598
23183078,1759378,33600503,25210212,5744323,44386501,11159401,12792737,129909,533282,18042480,36967605,19355
23000944,1611833,33283079,25012125,5942732,44484351,11077158,12286680,83442,475556,17904748,36818591,18570
23211881,1799847,33794891,25366286,6075679,45125556,11533677,12955439,194045,582641,17664846,36355019,20036
22806640,1625711,33002989,25018889,5984389,45188806,11366280,12778675,96288,486260,18002243,36245396,19127
23061017,1773933,33355342,25046816,5738566,44333009,11109710,12720752,142701,532566,17976843,36825157,19531
22997218,1571745,33228173,25000690,5941200,44266031,10889960,12289655,72171,468766,17952762,36891457,18347
23001959,1578364,33257515,25027803,5956378,44558627,11333355,12765337,73996,466910,17489698,36195306,19241
23048933,1653867,33779096,25397462,6079146,44996395,11526613,13144550,112237,498576,18253700,36396240,19848
23235508,1553845,33195038,24961930,5742170,44760092,11552379,12948626,59610,438387,18216221,37690373,20114
23058231,1583827,33339408,25011338,5970613,44442753,10935326,12362336,63330,447854,17917777,36923294,19410
22995241,1588221,33308313,25000313,5944505,44541110,11289937,12707033,68687,455912,17461427,36279576,18679
22731419,1549191,33258313,24992512,5943801,44433799,11290896,12705944,71512,462184,17694763,35543249,19201
23046607,1540984,33140687,24970633,5867564,44410258,11372942,12994341,65314,447737,18168943,37811683,17091
23261693,1653656,33634810,25324182,5956114,44621690,11002779,12343573,81663,487642,17988342,37061535,19777
23108446,1587628,33427446,25112643,5984870,44554105,11362572,12775687,72930,470234,17599941,36345387,20365
22746836,1575959,33372300,25087010,5946815,44577934,11294577,12722186,77125,464353,17712910,35602807,19351
22823622,1599993,32823465,24773420,5849607,44457669,11335434,12742133,76096,476633,17887493,36928572,17700
23188053,1642060,33536151,25208786,5861928,44456321,10929032,12564164,85807,469958,17971976,37078713,20545
23329154,1583395,33681498,25219262,6069143,44962254,11523585,12763460,69766,450175,17815296,37157418,20330
22801365,1571273,33228378,25081705,5959909,44579670,11331630,12725331,67058,457429,17713585,35575823,19615
22817634,1568122,32871078,24880850,5832742,44350141,11285265,12715133,69846,455693,17878650,36863751,19537
23214986,1572447,33479393,25193791,5861770,44185663,10985624,12618934,62762,468926,18077037,37142524,20139
23111758,1597700,33444749,25095168,5976368,44909509,11370771,12584002,80485,465975,17794297,37009560,20304
22965377,1570801,33349762,25130832,6064091,44679827,11510485,12935074,74262,464148,17737358,35641092,19548
23093694,1599436,33419404,24981423,5850431,44612548,11566189,12986366,83689,482841,18186047,37499502,20272
16124241,929568,22328901,15170209,4017938,55343693,7622138,8505995,121734,366944,12681908,30879749,99879
877032,366276,1295560,822120,386764,3145690,552515,350469,108024,114935,920840,2136843,4672
977455,814421,1370120,909397,353465,3535790,638076,660304,173238,203464,443062,798690,3972
532974,177484,730280,594268,318835,2836049,820135,846075,96364,124817,1103444,1413155,3078
9487929,5630782,13845744,8921284,3991744,36378313,5048480,5747177,693337,523455,7034065,19237569,43896
11551733,9706369,16584581,11637046,3421931,30567670,4718515,5633584,1061705,1823758,9572616,22016418,18656
10730998,13577854,16236199,11800813,3142472,29583505,4640837,5682829,1647679,1915382,8798546,18732508,16619
10293344,12924532,15264132,11101437,3201504,28984469,4589472,5653451,1651567,1909691,8939713,18874389,16736
11921352,7040073,16326959,11097460,3117256,29993208,4716220,5624575,1561680,1857525,9850918,21482817,18208
11331892,13252773,16537185,11522547,3237337,29998831,4442749,5380044,1622134,1937396,9392439,20163411,18422
10417900,13712028,15568316,11156274,3184370,28334748,4605379,5662187,1626297,1830186,8598221,18862113,17954
11646671,9846252,16526822,11476607,3359515,31095232,4687973,5704895,1611097,1933926,9464400,20846085,19120
